id,title,original_language,release_date,vote_average,vote_count,popularity,genre_ids,Genres
291272,We Are Still Here,en,6/5/15,5.606,467,5.653,[27],['Horror']
174321,The English Teacher,en,5/16/13,5.606,348,14.113,"[35, 18, 10749]","['Comedy', 'Drama', 'Romance']"
10603,George of the Jungle,en,7/15/97,5.606,2051,23.337,"[12, 35, 10751, 10749]","['Adventure', 'Comedy', 'Family', 'Romance']"
354287,War Machine,en,5/26/17,5.605,1118,10.937,"[35, 18, 10752]","['Comedy', 'Drama', 'War']"
118289,Diana,en,9/19/13,5.605,481,13.395,"[18, 10749]","['Drama', 'Romance']"
9794,Employee of the Month,en,10/6/06,5.605,616,9.789,"[35, 10749]","['Comedy', 'Romance']"
2335,Taxi 4,fr,2/10/07,5.605,1199,12.096,"[28, 35]","['Action', 'Comedy']"
164251,Serena,en,10/12/14,5.604,1009,12.926,[18],['Drama']
83770,On the Road,en,5/22/12,5.6,825,11.649,"[12, 18]","['Adventure', 'Drama']"
27,9 Songs,en,7/16/04,5.604,507,28.324,"[18, 10402, 10749]","['Drama', 'Music', 'Romance']"
718444,Rogue,en,8/20/20,5.603,677,12.973,"[28, 12]","['Action', 'Adventure']"
19912,The Final Destination,en,8/26/09,5.602,3200,49.064,"[27, 9648]","['Horror', 'Mystery']"
1819,"You, Me and Dupree",en,7/13/06,5.602,1320,13.437,"[35, 10749]","['Comedy', 'Romance']"
14239,Cool World,en,7/10/92,5.6,720,16.943,"[16, 35, 14]","['Animation', 'Comedy', 'Fantasy']"
9447,Babe: Pig in the City,en,11/25/98,5.6,1213,11.386,"[10751, 12, 35, 18]","['Family', 'Adventure', 'Comedy', 'Drama']"
82687,The Guilt Trip,en,12/19/12,5.6,698,9.492,[35],['Comedy']
10206,Buffy the Vampire Slayer,en,7/24/92,5.6,794,16.699,"[28, 35, 27]","['Action', 'Comedy', 'Horror']"
9703,The Last Legion,en,4/19/07,5.6,780,13.657,"[28, 12, 14, 10752]","['Action', 'Adventure', 'Fantasy', 'War']"
82679,Fun Size,en,10/24/12,5.599,423,9.072,[35],['Comedy']
12662,Psycho III,en,4/2/86,5.599,373,13.7,"[27, 9648, 53]","['Horror', 'Mystery', 'Thriller']"
52449,Bad Teacher,en,5/16/11,5.597,4614,16.66,[35],['Comedy']
2900,The Astronaut's Wife,en,8/27/99,5.597,893,11.935,"[18, 878, 53]","['Drama', 'Science Fiction', 'Thriller']"
40805,The Green Hornet,en,1/12/11,5.595,3173,19.504,"[28, 80, 35]","['Action', 'Crime', 'Comedy']"
434555,The Possession of Hannah Grace,en,11/29/18,5.594,1312,24.195,"[27, 18]","['Horror', 'Drama']"
19173,Diary of a Nymphomaniac,es,10/17/08,5.6,307,46.248,"[18, 10749]","['Drama', 'Romance']"
11045,Taxi,en,10/6/04,5.593,1040,26.747,"[28, 35, 53, 80]","['Action', 'Comedy', 'Thriller', 'Crime']"
10956,Joe Dirt,en,4/10/01,5.6,705,18.509,"[9648, 12, 35, 10749, 18]","['Mystery', 'Adventure', 'Comedy', 'Romance', 'Drama']"
602654,Horizon Line,en,10/29/20,5.592,369,10.769,"[53, 12]","['Thriller', 'Adventure']"
475430,Artemis Fowl,en,5/29/20,5.6,1624,19.485,"[12, 14, 878, 10751, 28]","['Adventure', 'Fantasy', 'Science Fiction', 'Family', 'Action']"
11962,Joe's Apartment,en,7/26/96,5.606,326,11.725,"[35, 14]","['Comedy', 'Fantasy']"
70074,Bullet to the Head,en,11/14/12,5.591,1253,15.999,"[28, 80, 53]","['Action', 'Crime', 'Thriller']"
74461,Knights of Badassdom,en,1/21/13,5.59,400,6.01,"[12, 14, 27, 35]","['Adventure', 'Fantasy', 'Horror', 'Comedy']"
10610,The Medallion,en,8/15/03,5.59,1066,19.968,"[53, 14, 28, 35]","['Thriller', 'Fantasy', 'Action', 'Comedy']"
9334,The Scorpion King,en,4/18/02,5.59,3078,24.7,"[28, 12, 14, 18]","['Action', 'Adventure', 'Fantasy', 'Drama']"
144336,Sabotage,en,3/28/14,5.588,1389,18.315,"[28, 18, 53, 80]","['Action', 'Drama', 'Thriller', 'Crime']"
80035,The Watch,en,7/26/12,5.586,2267,14.425,"[35, 28, 878]","['Comedy', 'Action', 'Science Fiction']"
10762,Without a Paddle,en,8/20/04,5.6,629,13.065,"[35, 28, 12, 53]","['Comedy', 'Action', 'Adventure', 'Thriller']"
560144,Skylines,en,10/25/20,5.6,539,14.951,"[878, 28]","['Science Fiction', 'Action']"
346671,Little Evil,en,8/8/17,5.6,907,7.66,"[35, 27]","['Comedy', 'Horror']"
532710,Firestarter,en,5/12/22,5.586,678,9.551,"[27, 878, 53]","['Horror', 'Science Fiction', 'Thriller']"
485504,El Camino Christmas,en,12/8/17,5.586,309,9.967,"[35, 80, 18]","['Comedy', 'Crime', 'Drama']"
11377,House on Haunted Hill,en,10/29/99,5.586,852,17.599,[27],['Horror']
500916,Primal,en,12/27/19,5.585,352,16.507,"[28, 12, 53]","['Action', 'Adventure', 'Thriller']"
457943,Slaughterhouse Rulez,en,10/31/18,5.584,443,8.792,"[28, 35, 14, 27]","['Action', 'Comedy', 'Fantasy', 'Horror']"
11804,White Noise,en,1/7/05,5.583,792,14.726,"[18, 27, 53]","['Drama', 'Horror', 'Thriller']"
9623,The Juror,en,2/2/96,5.583,369,14.917,"[53, 80, 18]","['Thriller', 'Crime', 'Drama']"
9849,My Favorite Martian,en,2/11/99,5.582,300,9.435,"[35, 10751, 878]","['Comedy', 'Family', 'Science Fiction']"
335788,Renegades,en,8/21/17,5.581,326,14.267,"[53, 28]","['Thriller', 'Action']"
10163,The Lawnmower Man,en,3/5/92,5.581,724,14.048,"[878, 27]","['Science Fiction', 'Horror']"
9954,The Covenant,en,9/7/06,5.581,982,30.114,"[14, 27, 12, 28]","['Fantasy', 'Horror', 'Adventure', 'Action']"
575479,An Easy Girl,fr,8/28/19,5.58,344,14.462,"[35, 18]","['Comedy', 'Drama']"
46837,Kaboom,en,10/6/10,5.58,319,7.909,"[35, 878, 18]","['Comedy', 'Science Fiction', 'Drama']"
354282,Science Fiction Volume One: The Osiris Child,en,2/17/16,5.579,481,14.881,[878],['Science Fiction']
22787,Whiteout,en,9/9/09,5.579,738,9.436,"[28, 80, 9648, 53]","['Action', 'Crime', 'Mystery', 'Thriller']"
9513,Garfield: A Tail of Two Kitties,en,6/15/06,5.579,2157,27.613,"[16, 35, 10751, 12, 18, 14]","['Animation', 'Comedy', 'Family', 'Adventure', 'Drama', 'Fantasy']"
384798,Kill Command,en,5/13/16,5.6,559,22.285,"[28, 27, 878, 53]","['Action', 'Horror', 'Science Fiction', 'Thriller']"
382511,Penny Pincher!,fr,9/28/16,5.578,899,8.007,"[35, 10751]","['Comedy', 'Family']"
369776,The Tuche Family: The American Dream,fr,2/3/16,5.578,939,6.993,[35],['Comedy']
11811,Leprechaun,en,1/8/93,5.578,757,28.882,"[27, 35, 14]","['Horror', 'Comedy', 'Fantasy']"
401371,Mute,en,2/23/18,5.577,1045,9.708,"[878, 9648, 53]","['Science Fiction', 'Mystery', 'Thriller']"
241257,Regression,en,10/1/15,5.578,1765,10.392,"[27, 9648, 53]","['Horror', 'Mystery', 'Thriller']"
10008,An American Haunting,en,5/5/05,5.577,478,10.549,"[27, 53, 9648]","['Horror', 'Thriller', 'Mystery']"
582607,See You Yesterday,en,5/3/19,5.576,524,8.336,"[878, 18, 12, 80, 28]","['Science Fiction', 'Drama', 'Adventure', 'Crime', 'Action']"
180296,They Came Together,en,6/27/14,5.576,395,8.11,[35],['Comedy']
146375,On the Other Side of the Tracks,fr,12/15/12,5.576,659,10.481,"[35, 28, 80]","['Comedy', 'Action', 'Crime']"
2698,Evan Almighty,en,6/9/07,5.575,4211,20.843,"[14, 35, 10751]","['Fantasy', 'Comedy', 'Family']"
1250,Ghost Rider,en,1/15/07,5.6,5836,56.115,"[53, 28, 14]","['Thriller', 'Action', 'Fantasy']"
433630,Inconceivable,en,6/30/17,5.6,329,8.5,"[80, 18, 53]","['Crime', 'Drama', 'Thriller']"
421792,Down a Dark Hall,en,8/1/18,5.6,672,8.171,"[27, 9648, 53, 14, 18]","['Horror', 'Mystery', 'Thriller', 'Fantasy', 'Drama']"
286567,Max Steel,en,10/14/16,5.574,765,16.984,"[28, 12, 878]","['Action', 'Adventure', 'Science Fiction']"
57431,The Sitter,en,12/9/11,5.6,917,12.699,[35],['Comedy']
9969,Deck the Halls,en,11/22/06,5.573,649,23.432,"[35, 10751]","['Comedy', 'Family']"
744594,White Noise,en,11/25/22,5.572,656,9.417,"[35, 18]","['Comedy', 'Drama']"
658777,Freaks – You're One of Us,de,9/2/20,5.572,328,14.798,"[18, 14, 53]","['Drama', 'Fantasy', 'Thriller']"
10375,D-Tox,en,1/4/02,5.571,630,21.376,"[53, 80, 27]","['Thriller', 'Crime', 'Horror']"
306523,Ogni maledetto Natale,it,11/27/14,5.6,315,4.412,[35],['Comedy']
7233,Rebound,en,7/1/05,5.6,323,9.553,"[35, 10751]","['Comedy', 'Family']"
2210,Earth Girls Are Easy,en,9/8/88,5.6,364,7.622,"[35, 878]","['Comedy', 'Science Fiction']"
41515,Yogi Bear,en,12/17/10,5.569,859,15.314,"[35, 10751, 16, 12]","['Comedy', 'Family', 'Animation', 'Adventure']"
19366,Josie and the Pussycats,en,4/6/01,5.568,303,10.925,"[35, 10402]","['Comedy', 'Music']"
823461,Good on Paper,en,6/23/21,5.567,305,6.169,"[35, 10749]","['Comedy', 'Romance']"
364116,The Other Side of the Door,en,2/25/16,5.567,817,12.21,"[53, 27]","['Thriller', 'Horror']"
185341,[REC]⁴ Apocalypse,es,10/31/14,5.6,1115,19.75,"[53, 27]","['Thriller', 'Horror']"
456740,Hellboy,en,4/10/19,5.567,3371,81.656,"[14, 27, 28, 12]","['Fantasy', 'Horror', 'Action', 'Adventure']"
9456,The Crow: Salvation,en,1/23/00,5.6,335,58.125,"[28, 53, 27]","['Action', 'Thriller', 'Horror']"
13025,Diary of the Dead,en,5/26/07,5.565,766,10.768,[27],['Horror']
458109,Spinning Man,en,4/6/18,5.564,423,10.032,"[9648, 53, 80]","['Mystery', 'Thriller', 'Crime']"
20737,Air Bud,en,8/1/97,5.564,461,10.506,"[35, 10751]","['Comedy', 'Family']"
314385,By the Sea,en,11/12/15,5.563,582,8.205,"[18, 10749]","['Drama', 'Romance']"
42441,Tifosi,it,10/1/99,5.562,332,5.613,[35],['Comedy']
100042,Dumb and Dumber To,en,11/12/14,5.561,3122,42.383,[35],['Comedy']
9697,Lady in the Water,en,7/20/06,5.56,1356,11.311,"[18, 14, 9648]","['Drama', 'Fantasy', 'Mystery']"
9022,All the Boys Love Mandy Lane,en,9/9/06,5.56,642,11.163,"[27, 9648, 53]","['Horror', 'Mystery', 'Thriller']"
10727,Darkness Falls,en,1/24/03,5.6,575,13.33,"[53, 27]","['Thriller', 'Horror']"
9586,The Bonfire of the Vanities,en,12/21/90,5.6,471,10.09,"[35, 18]","['Comedy', 'Drama']"
27475,The Slumber Party Massacre,en,9/10/82,5.555,329,7.945,"[27, 35]","['Horror', 'Comedy']"
22949,Old Dogs,en,11/24/09,5.555,721,14.831,"[35, 10751]","['Comedy', 'Family']"
17047,Agent Cody Banks 2: Destination London,en,3/12/04,5.555,613,18.55,"[35, 28, 12, 10751, 10749]","['Comedy', 'Action', 'Adventure', 'Family', 'Romance']"
19899,Couples Retreat,en,9/19/09,5.554,1932,23.6,"[35, 10749]","['Comedy', 'Romance']"
368031,Friend Request,en,1/7/16,5.552,1222,8.497,"[27, 53]","['Horror', 'Thriller']"
10885,Shutter,en,3/21/08,5.551,719,19.071,"[27, 9648, 53]","['Horror', 'Mystery', 'Thriller']"
10802,Showgirls,en,9/22/95,5.551,1204,32.943,[18],['Drama']
9793,The Hills Have Eyes 2,en,3/22/07,5.551,1412,37.539,"[27, 53]","['Horror', 'Thriller']"
1927,Hulk,en,6/19/03,5.551,5693,55.766,"[878, 12, 28]","['Science Fiction', 'Adventure', 'Action']"
49012,Arthur,en,4/8/11,5.55,721,8.306,"[35, 10749]","['Comedy', 'Romance']"
13572,Twisted,en,2/27/04,5.55,511,9.942,"[28, 12, 80, 18, 53]","['Action', 'Adventure', 'Crime', 'Drama', 'Thriller']"
54054,One for the Money,en,1/26/12,5.5,944,11.837,"[28, 35, 80]","['Action', 'Comedy', 'Crime']"
13043,Camping,fr,4/26/06,5.549,842,17.266,[35],['Comedy']
467673,Budapest,fr,6/27/18,5.548,433,6.559,[35],['Comedy']
23742,Cop Out,en,2/26/10,5.548,1464,10.183,"[28, 35, 80]","['Action', 'Comedy', 'Crime']"
12521,Shocker,en,3/23/89,5.548,416,15.085,"[27, 53]","['Horror', 'Thriller']"
8080,Suspect Zero,en,8/27/04,5.548,310,7.258,"[80, 53]","['Crime', 'Thriller']"
6519,The Dukes of Hazzard,en,8/5/05,5.548,1141,19.537,"[35, 12, 28]","['Comedy', 'Adventure', 'Action']"
11812,The Sweetest Thing,en,4/12/02,5.546,1057,14.68,"[10749, 35]","['Romance', 'Comedy']"
9904,The Wild,en,4/6/06,5.5,1027,24.423,"[10751, 16]","['Family', 'Animation']"
134366,Grave Encounters 2,en,10/12/12,5.545,891,20.22,[27],['Horror']
82390,The Paperboy,en,9/14/12,5.545,729,9.316,"[53, 18, 9648]","['Thriller', 'Drama', 'Mystery']"
255798,Burying the Ex,en,9/4/14,5.5,466,9.2,"[35, 27]","['Comedy', 'Horror']"
523139,In the Tall Grass,en,9/20/19,5.543,2172,18.261,"[27, 18, 53]","['Horror', 'Drama', 'Thriller']"
46441,Mirrors 2,en,10/18/10,5.543,399,37.084,"[27, 9648, 14]","['Horror', 'Mystery', 'Fantasy']"
587496,The Rental,en,7/23/20,5.542,870,13.26,"[27, 9648, 53]","['Horror', 'Mystery', 'Thriller']"
7839,Wedding Daze,en,9/9/06,5.542,345,13.056,"[35, 10749]","['Comedy', 'Romance']"
195590,Collide,en,6/10/16,5.5,572,9.65,"[53, 28]","['Thriller', 'Action']"
8859,"Dude, Where's My Car?",en,12/15/00,5.5,1833,15.437,"[35, 10749]","['Comedy', 'Romance']"
1665,Last Days,en,6/12/05,5.54,360,13.9,[18],['Drama']
76649,Pompeii,en,2/18/14,5.5,3184,19.273,"[28, 12, 36, 10749, 18]","['Action', 'Adventure', 'History', 'Romance', 'Drama']"
602211,Fatman,en,10/19/20,5.538,811,10.57,"[28, 35, 14]","['Action', 'Comedy', 'Fantasy']"
38322,"Big Mommas: Like Father, Like Son",en,2/16/11,5.537,1214,26.939,"[80, 35, 28]","['Crime', 'Comedy', 'Action']"
17350,The Brice Man,fr,3/30/05,5.537,1214,9.993,[35],['Comedy']
332411,I Am Wrath,en,4/14/16,5.536,619,15.413,"[28, 80, 18, 53]","['Action', 'Crime', 'Drama', 'Thriller']"
277685,Unfriended,en,10/22/14,5.5,3293,12.37,"[27, 9648, 53]","['Horror', 'Mystery', 'Thriller']"
9879,Striptease,en,6/28/96,5.5,1052,23.06,"[35, 80, 18]","['Comedy', 'Crime', 'Drama']"
101179,Truth or Dare,en,8/5/12,5.535,347,13.854,"[27, 53, 9648]","['Horror', 'Thriller', 'Mystery']"
19556,Miss March,en,3/13/09,5.5,346,12.364,"[35, 10749]","['Comedy', 'Romance']"
10329,Congo,en,6/9/95,5.5,867,19.512,"[28, 12, 878]","['Action', 'Adventure', 'Science Fiction']"
83,Open Water,en,10/26/03,5.533,1037,14.501,"[18, 53, 27]","['Drama', 'Thriller', 'Horror']"
339547,Jeruzalem,en,1/22/16,5.53,578,10.332,"[27, 28, 878, 53]","['Horror', 'Action', 'Science Fiction', 'Thriller']"
13401,The Accidental Husband,en,2/29/08,5.5,536,12.714,"[35, 10749]","['Comedy', 'Romance']"
10546,The Crow: City of Angels,en,8/29/96,5.5,519,61.13,"[28, 14, 53]","['Action', 'Fantasy', 'Thriller']"
122857,Universal Soldier: Day of Reckoning,en,10/4/12,5.528,423,15.087,"[28, 878, 53]","['Action', 'Science Fiction', 'Thriller']"
77234,The Numbers Station,en,4/18/13,5.528,547,11.242,"[28, 53]","['Action', 'Thriller']"
13160,Over Her Dead Body,en,2/1/08,5.528,450,12.995,[35],['Comedy']
301846,Howl,en,10/1/15,5.525,481,10.502,[27],['Horror']
43931,My Soul to Take,en,10/8/10,5.525,506,8.645,"[27, 9648]","['Horror', 'Mystery']"
10984,Valentine,en,2/2/01,5.525,530,15.902,"[27, 53]","['Horror', 'Thriller']"
5851,Showtime,en,3/14/02,5.525,951,10.359,"[28, 35]","['Action', 'Comedy']"
287948,The Transporter Refueled,en,9/2/15,5.5,1454,31.454,"[28, 53, 80]","['Action', 'Thriller', 'Crime']"
14365,Killing Me Softly,en,5/10/02,5.524,314,16.914,[53],['Thriller']
890541,7 Women and a Murder,it,12/25/21,5.5,349,6.888,"[35, 9648, 80]","['Comedy', 'Mystery', 'Crime']"
150117,I Give It a Year,en,2/8/13,5.523,738,13.346,"[35, 10749]","['Comedy', 'Romance']"
77663,Killing Season,en,7/12/13,5.5,960,12.93,"[28, 53]","['Action', 'Thriller']"
61012,Silent Hill: Revelation 3D,en,10/10/12,5.523,1603,27.798,"[53, 27, 9648]","['Thriller', 'Horror', 'Mystery']"
14435,My Bloody Valentine,en,1/16/09,5.523,1145,13.893,"[27, 9648, 53]","['Horror', 'Mystery', 'Thriller']"
1975,The Grudge 2,en,10/12/06,5.5,999,17.271,"[27, 53]","['Horror', 'Thriller']"
399131,Dude,en,4/20/18,5.522,740,7.287,[35],['Comedy']
75198,Welcome Aboard,fr,10/5/11,5.5,512,7.989,[35],['Comedy']
420808,Peter Pan & Wendy,en,4/20/23,5.5,655,36.547,"[10751, 14, 28, 12]","['Family', 'Fantasy', 'Action', 'Adventure']"
47327,Drive Angry,en,2/24/11,5.5,1827,25.119,"[14, 53, 28, 80]","['Fantasy', 'Thriller', 'Action', 'Crime']"
23437,A Nightmare on Elm Street,en,4/30/10,5.521,2644,31.663,"[27, 9648, 53]","['Horror', 'Mystery', 'Thriller']"
12618,Random Hearts,en,10/8/99,5.521,378,11.287,"[18, 10749, 53]","['Drama', 'Romance', 'Thriller']"
339988,The Circle,en,4/27/17,5.5,4354,20.974,"[18, 53, 878]","['Drama', 'Thriller', 'Science Fiction']"
61012,Silent Hill: Revelation 3D,en,10/10/12,5.523,1603,27.798,"[53, 27, 9648]","['Thriller', 'Horror', 'Mystery']"
525657,Daughter of the Wolf,en,6/14/19,5.519,316,11.374,"[28, 53]","['Action', 'Thriller']"
16300,Down to Earth,en,2/16/01,5.5,386,6.907,"[14, 35, 10749]","['Fantasy', 'Comedy', 'Romance']"
469721,The Cured,en,11/24/17,5.517,358,8.299,"[27, 18, 878]","['Horror', 'Drama', 'Science Fiction']"
70578,Trespass,en,10/13/11,5.517,1120,11.503,[53],['Thriller']
340103,The Monster,en,11/11/16,5.516,548,10.19,"[27, 18]","['Horror', 'Drama']"
58444,Women Vs Men,it,2/4/11,5.516,611,5.57,[35],['Comedy']
14175,Valiant,en,3/25/05,5.516,885,16.605,"[10751, 16, 12, 35, 10752]","['Family', 'Animation', 'Adventure', 'Comedy', 'War']"
10197,Nine,en,12/3/09,5.516,581,15.305,"[18, 10402, 10749]","['Drama', 'Music', 'Romance']"
613911,Bliss,en,2/5/21,5.5,599,11.295,"[878, 10749, 18]","['Science Fiction', 'Romance', 'Drama']"
97430,The Man with the Iron Fists,en,11/2/12,5.515,1101,13.445,[28],['Action']
68737,Seventh Son,en,12/12/14,5.515,2461,30.516,"[12, 14]","['Adventure', 'Fantasy']"
444902,Dirty Dancing,en,5/24/17,5.514,422,12.487,"[18, 10749]","['Drama', 'Romance']"
282035,The Mummy,en,6/6/17,5.514,7117,26.557,"[14, 53, 28, 12, 27]","['Fantasy', 'Thriller', 'Action', 'Adventure', 'Horror']"
210860,Mortdecai,en,1/21/15,5.514,2605,15.634,"[35, 12]","['Comedy', 'Adventure']"
345067,Torno indietro e cambio vita,it,6/18/15,5.512,300,5.274,[35],['Comedy']
11523,View from the Top,en,3/21/03,5.5,541,12.462,"[35, 10749, 18]","['Comedy', 'Romance', 'Drama']"
11817,Bulletproof Monk,en,3/28/03,5.51,897,14.849,"[28, 35, 14]","['Action', 'Comedy', 'Fantasy']"
348537,Spanish Affair 2,es,11/20/15,5.509,397,9.498,"[35, 10749, 10751]","['Comedy', 'Romance', 'Family']"
13767,The Santa Clause 3: The Escape Clause,en,11/2/06,5.509,1045,22.774,"[35, 10751, 12]","['Comedy', 'Family', 'Adventure']"
8275,American Pie Presents: The Naked Mile,en,12/1/06,5.5,2007,54.007,[35],['Comedy']
641790,Trauma Center,en,12/6/19,5.508,372,9.961,"[28, 53]","['Action', 'Thriller']"
385332,Terminal,en,5/10/18,5.508,792,10.493,"[80, 18, 53]","['Crime', 'Drama', 'Thriller']"
265016,Extraterrestrial,en,10/17/14,5.508,499,7.996,"[27, 878]","['Horror', 'Science Fiction']"
36355,Flipper,en,5/17/96,5.508,307,10.843,"[12, 10751]","['Adventure', 'Family']"
10481,102 Dalmatians,en,10/7/00,5.5,1338,23.244,"[10751, 35]","['Family', 'Comedy']"
313943,Revolt,en,7/1/17,5.507,361,12.248,"[878, 28]","['Science Fiction', 'Action']"
73861,A Serbian Film,sr,6/16/10,5.507,1937,51.268,"[80, 27, 53]","['Crime', 'Horror', 'Thriller']"
50647,Wanderlust,en,2/23/12,5.506,1232,11.415,"[35, 10749]","['Comedy', 'Romance']"
89008,The Oranges,en,9/9/11,5.5,477,8.125,"[35, 10749, 18]","['Comedy', 'Romance', 'Drama']"
615678,Thunder Force,en,4/9/21,5.504,1211,13.152,"[35, 28, 12, 878]","['Comedy', 'Action', 'Adventure', 'Science Fiction']"
266639,Jem and the Holograms,en,10/22/15,5.504,371,8.256,"[10402, 10751, 18]","['Music', 'Family', 'Drama']"
43919,Hatchet II,en,10/1/10,5.5,358,8.897,"[27, 35, 53]","['Horror', 'Comedy', 'Thriller']"
10438,Beethoven's 2nd,en,12/14/93,5.504,960,20.666,"[10751, 35]","['Family', 'Comedy']"
420245,Don't Knock Twice,en,11/13/16,5.5,731,12.582,[27],['Horror']
248507,Superchondriac,fr,2/26/14,5.503,1050,8.788,[35],['Comedy']
19918,Spread,en,1/16/09,5.503,845,16.747,"[35, 10749]","['Comedy', 'Romance']"
339530,Tremors 5: Bloodlines,en,10/6/15,5.502,405,22.496,"[28, 12, 35, 27, 878]","['Action', 'Adventure', 'Comedy', 'Horror', 'Science Fiction']"
9531,Superman III,en,6/17/83,5.5,1654,15.875,"[35, 878, 28, 12]","['Comedy', 'Science Fiction', 'Action', 'Adventure']"
10923,Agent Cody Banks,en,3/14/03,5.5,1064,16.007,"[28, 12, 35, 10751]","['Action', 'Adventure', 'Comedy', 'Family']"
277355,Everly,en,9/20/14,5.497,582,12.006,"[53, 28]","['Thriller', 'Action']"
222936,Aloha,en,5/29/15,5.5,1995,25.627,"[18, 35, 10749]","['Drama', 'Comedy', 'Romance']"
13493,College Road Trip,en,3/7/08,5.497,382,7.017,"[35, 10751, 28, 12]","['Comedy', 'Family', 'Action', 'Adventure']"
520360,King of Thieves,en,9/4/18,5.496,413,9.322,"[80, 18]","['Crime', 'Drama']"
230179,Big Game,en,3/19/15,5.496,1123,11.289,"[28, 12, 53]","['Action', 'Adventure', 'Thriller']"
26688,Sorority Row,en,9/9/09,5.495,550,9.973,"[27, 9648]","['Horror', 'Mystery']"
399173,The Assignment,en,6/8/16,5.5,500,14.429,"[28, 80, 53]","['Action', 'Crime', 'Thriller']"
1735,The Mummy: Tomb of the Dragon Emperor,en,7/1/08,5.494,4365,47.766,"[12, 28, 14]","['Adventure', 'Action', 'Fantasy']"
343173,The Rezort,en,6/15/15,5.493,369,6.157,[27],['Horror']
10587,Police Academy 4: Citizens on Patrol,en,4/2/87,5.493,1128,20.708,"[35, 80]","['Comedy', 'Crime']"
437,Cube 2: Hypercube,en,4/15/02,5.5,1424,8.318,"[53, 878, 9648]","['Thriller', 'Science Fiction', 'Mystery']"
52124,Me and Marilyn,it,12/17/09,5.49,405,5.612,"[35, 10749]","['Comedy', 'Romance']"
18009,Leprechaun 2,en,4/8/94,5.49,312,18.823,"[35, 27, 14]","['Comedy', 'Horror', 'Fantasy']"
201088,Blackhat,en,1/13/15,5.487,1988,50.822,"[80, 53, 28]","['Crime', 'Thriller', 'Action']"
456750,"Game Over, Man!",en,3/23/18,5.486,907,11.786,"[28, 35]","['Action', 'Comedy']"
450179,Problemos,fr,5/10/17,5.486,392,5.209,[35],['Comedy']
86868,Would I Lie to You? 3,fr,1/31/12,5.486,328,7.793,[35],['Comedy']
12121,Made in America,en,1/6/93,5.486,351,10.91,[35],['Comedy']
634492,Madame Web,en,2/14/24,5.484,1816,163.149,"[28, 14]","['Action', 'Fantasy']"
442064,Proud Mary,en,1/12/18,5.485,486,8.527,"[53, 28, 80]","['Thriller', 'Action', 'Crime']"
124470,Exists,en,3/17/14,5.485,325,12.068,[27],['Horror']
9592,Open Water 2 : Adrift,en,7/10/06,5.484,669,14.059,"[18, 27, 53]","['Drama', 'Horror', 'Thriller']"
9356,Look Who's Talking Too,en,12/14/90,5.484,1358,11.239,"[10749, 35]","['Romance', 'Comedy']"
513083,Wine Country,en,5/8/19,5.482,497,8.201,[35],['Comedy']
246403,Tusk,en,9/19/14,5.482,1369,21.999,"[35, 27]","['Comedy', 'Horror']"
581644,The Misfits,en,6/3/21,5.5,437,18.649,"[28, 53]","['Action', 'Thriller']"
9796,Turistas,en,12/1/06,5.5,810,10.762,"[27, 53]","['Horror', 'Thriller']"
612152,Secret Obsession,en,7/18/19,5.477,1074,17.541,"[18, 53]","['Drama', 'Thriller']"
16258,The Butterfly Effect 3: Revelations,en,1/9/09,5.477,545,20.2,"[878, 53, 18, 80]","['Science Fiction', 'Thriller', 'Drama', 'Crime']"
13761,Pocahontas II: Journey to a New World,en,8/4/98,5.477,1312,19.428,"[16, 10751, 12, 10749]","['Animation', 'Family', 'Adventure', 'Romance']"
4257,Scary Movie 4,en,4/12/06,5.5,3198,41.355,[35],['Comedy']
3132,Bad Company,en,6/7/02,5.476,756,11.854,"[28, 12, 35, 53]","['Action', 'Adventure', 'Comedy', 'Thriller']"
9271,Virtuosity,en,8/4/95,5.475,524,10.908,"[28, 80, 878, 53]","['Action', 'Crime', 'Science Fiction', 'Thriller']"
419700,Sandy Wexler,en,4/14/17,5.474,536,8.01,[35],['Comedy']
8274,American Pie Presents: Band Camp,en,10/31/05,5.5,2040,32.363,[35],['Comedy']
76617,Texas Chainsaw 3D,en,1/3/13,5.472,1632,64.875,"[27, 53]","['Horror', 'Thriller']"
87368,17 Girls,fr,6/13/11,5.471,309,7.898,[18],['Drama']
23047,Season of the Witch,en,1/7/11,5.469,2391,27.777,"[12, 14, 28]","['Adventure', 'Fantasy', 'Action']"
7840,"10,000 BC",en,3/4/08,5.471,2884,25.603,"[12, 28, 18, 14]","['Adventure', 'Action', 'Drama', 'Fantasy']"
2752,40 Days and 40 Nights,en,3/1/02,5.471,1085,8.037,"[35, 10749]","['Comedy', 'Romance']"
613377,30 Days Max,fr,10/14/20,5.47,355,7.858,"[35, 28]","['Comedy', 'Action']"
97434,Gambit,en,4/25/12,5.5,662,7.87,"[35, 80]","['Comedy', 'Crime']"
262338,Good People,en,8/12/14,5.5,448,10.025,"[53, 80, 28]","['Thriller', 'Crime', 'Action']"
190847,The Last Days on Mars,en,8/11/13,5.5,793,26.937,"[878, 53, 27]","['Science Fiction', 'Thriller', 'Horror']"
23023,Tooth Fairy,en,1/14/10,5.467,1945,21.711,"[35, 10751, 14]","['Comedy', 'Family', 'Fantasy']"
